customer_id,marca_principal,recency_dias,frecuencia_6m,ticket_promedio_usd,ltv_historico_usd,tiempo_entrega_promedio_min,sensibilidad_promos,quejas_recientes,distancia_local_km,churn_delivery,conversion_salon
11609,Kobe Sushi,100,5,17.53,173.6,50.0,0.68,2,2.3,0,0
11610,Kobe Sushi,114,5,20.07,378.51,39.0,0.14,0,3.6,0,1
11611,Nubori Experience,9,8,69.42,1087.34,49.0,0.24,0,1.3,0,1
11612,Kobe Sushi,66,2,14.06,84.75,46.0,0.65,0,9.9,0,0
11613,Kobe Sushi,66,2,19.2,117.46,68.0,0.34,0,0.5,0,0
11614,Nubori Experience,18,7,68.98,1518.09,44.0,0.02,0,8.0,0,0
11615,Kobe Sushi,17,4,11.57,149.23,50.0,0.53,0,6.4,0,0
11616,Chef Choy,105,3,24.84,124.98,69.0,0.53,0,7.2,1,0
11617,Kobe Sushi,72,9,12.38,289.08,59.0,0.05,0,4.4,1,0
11618,Kobe Sushi,98,10,24.13,474.45,59.0,0.28,0,3.8,0,1
11619,Nubori Experience,34,4,71.13,828.84,38.0,0.69,0,6.2,0,0
11620,Kobe Sushi,69,5,15.82,157.28,42.0,0.28,0,16.4,1,0
11621,Noe Sushi Bar,64,10,41.54,1580.66,55.0,0.14,0,4.2,1,0
11622,Kobe Sushi,44,8,24.46,596.14,62.0,0.1,0,6.3,0,1
11623,Kobe Sushi,29,4,10.0,142.75,50.0,0.27,0,7.8,1,0
11624,Kobe Sushi,62,7,20.41,474.17,47.0,0.5,0,8.8,1,0
11625,Kobe Sushi,92,8,22.44,543.2,69.0,0.05,0,7.9,1,0
11626,Kobe Sushi,16,4,18.87,166.21,20.0,0.59,0,0.8,0,0
11627,Chef Choy,78,6,41.86,380.57,20.0,0.42,0,5.9,1,0
11628,Noe Sushi Bar,52,8,45.09,1054.34,39.0,0.43,0,18.1,1,0
11629,Kobe Sushi,2,7,19.0,529.58,39.0,0.21,0,0.5,0,0
11630,Noe Sushi Bar,120,8,53.55,1370.03,48.0,0.24,0,2.8,0,0
11631,Nubori Experience,104,2,41.21,274.01,46.0,0.46,0,1.7,1,0
11632,Nubori Experience,61,6,45.51,461.7,40.0,0.16,0,7.3,0,1
11633,Noe Sushi Bar,4,3,46.09,419.46,28.0,0.24,0,3.7,0,1
11634,Nubori Experience,52,7,60.86,1074.65,51.0,0.38,0,13.5,0,0
11635,Kobe Sushi,41,7,16.71,442.5,48.0,0.38,1,12.7,0,1
11636,Kobe Sushi,52,6,20.36,475.71,69.0,0.49,0,10.8,1,0
11637,Noe Sushi Bar,31,5,42.89,694.93,38.0,0.36,2,3.1,0,1
11638,Noe Sushi Bar,26,8,65.58,2007.56,33.0,0.16,0,3.4,0,1
11639,Noe Sushi Bar,27,5,56.48,672.9,57.0,0.2,0,4.3,0,1
11640,Noe Sushi Bar,51,3,52.39,453.59,28.0,0.09,0,2.8,0,0
11641,Nubori Experience,98,7,51.66,1305.07,56.0,0.67,0,1.8,0,0
11642,Nubori Experience,95,6,93.58,971.77,34.0,0.28,1,13.7,1,0
11643,Noe Sushi Bar,48,3,50.62,237.83,45.0,0.62,0,3.3,0,1
11644,Noe Sushi Bar,11,7,61.25,964.3,28.0,0.31,0,23.0,0,0
11645,Kobe Sushi,8,2,14.44,77.03,62.0,0.1,0,2.7,0,0
11646,Kobe Sushi,12,4,19.98,308.25,56.0,0.4,0,2.3,0,1
11647,Kobe Sushi,99,6,22.01,418.04,29.0,0.27,0,0.5,0,0
11648,Noe Sushi Bar,45,3,50.48,443.74,56.0,0.46,0,2.9,0,0
11649,Kobe Sushi,34,5,28.66,552.21,29.0,0.4,0,2.4,0,0
11650,Nubori Experience,77,4,68.2,465.04,50.0,0.62,0,18.3,0,0
11651,Kobe Sushi,91,5,19.56,189.95,54.0,0.58,0,2.3,1,0
11652,Noe Sushi Bar,72,7,27.63,684.7,40.0,0.38,0,3.7,0,0
11653,Kobe Sushi,47,4,11.47,179.55,72.0,0.17,0,1.5,0,0
11654,Kobe Sushi,120,6,19.46,318.03,46.0,0.36,2,9.9,0,0
11655,Nubori Experience,21,4,59.46,781.13,48.0,0.66,0,2.5,0,1
11656,Noe Sushi Bar,41,11,59.15,1853.59,41.0,0.39,0,9.2,0,1
11657,Nubori Experience,75,2,82.64,505.5,58.0,0.32,0,14.1,0,1
11658,Nubori Experience,22,6,65.36,1347.98,27.0,0.09,0,5.9,0,1
11659,Kobe Sushi,21,6,13.29,285.09,46.0,0.24,0,2.7,1,0
11660,Kobe Sushi,28,4,17.42,278.28,57.0,0.47,1,5.4,0,1
11661,Nubori Experience,67,4,64.94,677.06,20.0,0.24,0,2.9,0,0
11662,Nubori Experience,71,8,62.49,1597.69,52.0,0.53,3,6.5,1,0
11663,Noe Sushi Bar,14,5,49.9,579.36,54.0,0.43,0,7.8,0,1
11664,Chef Choy,79,2,23.44,77.85,58.0,0.36,1,2.9,1,0
11665,Chef Choy,73,9,29.63,451.65,53.0,0.12,1,2.0,0,1
11666,Kobe Sushi,52,3,19.54,167.61,26.0,0.3,0,0.5,1,0
11667,Noe Sushi Bar,43,4,51.81,458.06,37.0,0.23,0,0.5,0,1
11668,Nubori Experience,71,8,52.62,1272.85,63.0,0.42,3,3.3,1,0
11669,Noe Sushi Bar,76,4,49.5,550.64,47.0,0.14,0,9.2,1,0
11670,Kobe Sushi,19,4,20.74,271.37,57.0,0.54,1,12.8,0,0
11671,Kobe Sushi,27,2,18.88,120.89,53.0,0.38,0,6.7,0,0
11672,Kobe Sushi,18,10,18.83,705.3,68.0,0.25,0,8.0,0,1
11673,Kobe Sushi,13,5,14.16,126.92,58.0,0.52,0,0.9,0,1
11674,Nubori Experience,107,7,79.59,1241.85,53.0,0.27,3,3.1,0,1
11675,Kobe Sushi,1,8,12.93,290.57,72.0,0.42,0,2.0,0,0
11676,Kobe Sushi,102,4,15.66,125.57,79.0,0.24,0,0.6,0,1
11677,Kobe Sushi,85,4,12.35,78.41,20.0,0.36,0,2.5,0,1
11678,Noe Sushi Bar,34,7,54.25,934.41,29.0,0.57,0,0.5,0,1
11679,Noe Sushi Bar,13,6,47.27,779.71,55.0,0.6,1,29.2,1,0
11680,Kobe Sushi,109,4,22.96,307.53,34.0,0.67,0,0.5,1,0
11681,Kobe Sushi,115,5,20.12,255.08,53.0,0.54,0,6.4,0,1
11682,Kobe Sushi,105,3,19.78,234.29,29.0,0.26,0,1.2,1,0
11683,Noe Sushi Bar,51,5,61.16,474.72,23.0,0.47,1,5.2,0,1
11684,Kobe Sushi,87,7,18.98,490.6,64.0,0.14,0,4.9,0,1
11685,Nubori Experience,1,4,51.79,355.23,26.0,0.41,0,5.6,0,0
11686,Noe Sushi Bar,87,9,41.75,1192.71,32.0,0.07,0,4.0,0,1
11687,Kobe Sushi,28,9,20.62,406.25,40.0,0.35,0,3.6,0,0
11688,Noe Sushi Bar,32,6,60.74,607.57,37.0,0.58,0,0.8,0,0
11689,Kobe Sushi,72,4,15.24,145.38,50.0,0.61,0,12.9,1,0
11690,Noe Sushi Bar,55,4,53.55,368.57,57.0,0.19,0,14.5,0,1
11691,Kobe Sushi,26,4,15.13,227.73,40.0,0.31,0,4.7,0,0
11692,Noe Sushi Bar,14,4,37.83,351.64,52.0,0.13,0,4.3,0,0
11693,Chef Choy,88,7,23.05,625.84,45.0,0.33,0,2.8,0,0
11694,Nubori Experience,112,7,50.69,1397.71,54.0,0.17,0,0.5,1,0
11695,Kobe Sushi,93,9,10.0,349.26,59.0,0.28,0,18.4,0,0
11696,Kobe Sushi,68,6,12.02,211.17,20.0,0.51,0,4.8,1,0
11697,Noe Sushi Bar,63,7,49.01,945.92,74.0,0.57,0,0.5,1,0
11698,Nubori Experience,82,5,34.28,614.53,38.0,0.4,0,1.2,1,1
11699,Nubori Experience,14,3,48.5,414.51,79.0,0.47,0,4.5,0,0
11700,Kobe Sushi,27,9,24.36,808.17,41.0,0.49,0,0.8,1,0
11701,Kobe Sushi,41,6,10.08,93.13,37.0,0.24,0,1.0,0,0
11702,Noe Sushi Bar,111,5,35.02,631.76,43.0,0.27,0,17.1,1,0
11703,Kobe Sushi,3,9,14.05,401.91,64.0,0.4,0,6.1,0,0
11704,Kobe Sushi,94,3,14.84,166.24,33.0,0.15,0,9.1,0,0
11705,Kobe Sushi,59,4,15.86,104.17,28.0,0.13,0,2.4,0,1
11706,Noe Sushi Bar,100,5,32.57,333.29,30.0,0.53,0,4.6,0,0
11707,Nubori Experience,23,6,59.7,1101.39,43.0,0.05,0,5.4,0,1
11708,Nubori Experience,18,8,58.66,867.73,50.0,0.29,0,7.5,1,0
11709,Kobe Sushi,110,5,12.66,118.11,44.0,0.27,2,10.4,0,0
11710,Noe Sushi Bar,111,6,41.47,488.16,42.0,0.21,1,1.4,1,0
11711,Nubori Experience,104,6,53.74,651.26,26.0,0.64,0,2.9,1,0
11712,Kobe Sushi,74,5,20.74,214.21,60.0,0.38,0,8.6,0,0
11713,Noe Sushi Bar,120,7,33.75,676.95,40.0,0.06,0,5.1,0,1
11714,Noe Sushi Bar,76,4,55.87,875.21,42.0,0.31,0,10.1,0,1
11715,Kobe Sushi,117,4,10.0,77.19,37.0,0.4,0,2.7,1,0
11716,Noe Sushi Bar,41,6,49.9,713.67,30.0,0.32,0,2.2,0,0
11717,Kobe Sushi,8,8,14.6,300.89,20.0,0.16,0,3.2,0,1
11718,Noe Sushi Bar,32,4,56.49,866.23,53.0,0.55,0,9.8,0,1
11719,Kobe Sushi,81,4,21.13,333.22,54.0,0.49,0,1.1,1,0
11720,Kobe Sushi,41,9,14.06,205.46,53.0,0.3,0,1.4,0,1
11721,Kobe Sushi,45,7,14.71,281.04,20.0,0.15,0,0.5,0,1
11722,Nubori Experience,78,7,67.54,1125.42,46.0,0.04,1,5.5,0,0
11723,Noe Sushi Bar,101,2,47.13,197.63,43.0,0.12,0,3.8,0,1
11724,Noe Sushi Bar,9,7,52.3,1188.09,36.0,0.05,0,0.5,1,0
11725,Noe Sushi Bar,90,6,38.21,518.49,36.0,0.4,0,4.0,0,0
11726,Noe Sushi Bar,48,4,49.5,766.15,53.0,0.31,0,3.2,0,1
11727,Kobe Sushi,115,7,22.92,509.31,41.0,0.2,0,10.7,0,0
11728,Noe Sushi Bar,24,5,54.84,702.63,63.0,0.4,0,0.5,1,0
11729,Kobe Sushi,87,10,14.51,246.28,20.0,0.14,0,9.3,0,0
11730,Kobe Sushi,95,7,23.76,460.29,31.0,0.12,0,3.7,1,0
11731,Noe Sushi Bar,103,5,38.68,547.42,40.0,0.13,0,4.7,1,0
11732,Kobe Sushi,44,10,10.45,361.2,47.0,0.26,0,4.0,0,0
11733,Kobe Sushi,58,4,11.98,145.35,50.0,0.26,0,6.2,0,0
11734,Noe Sushi Bar,66,6,53.37,1045.76,26.0,0.21,0,0.5,0,1
11735,Noe Sushi Bar,114,6,38.11,793.6,65.0,0.11,0,5.1,0,0
11736,Noe Sushi Bar,18,9,24.06,399.31,51.0,0.36,0,7.7,0,0
11737,Noe Sushi Bar,80,9,38.54,1024.17,50.0,0.46,2,5.6,1,0
11738,Noe Sushi Bar,29,10,39.09,698.96,51.0,0.32,0,1.2,1,0
11739,Noe Sushi Bar,75,6,68.95,1132.27,44.0,0.52,0,3.2,0,1
11740,Kobe Sushi,2,6,12.52,199.91,36.0,0.51,0,8.3,0,1
11741,Kobe Sushi,78,5,23.44,433.27,47.0,0.57,0,3.2,1,0
11742,Noe Sushi Bar,68,12,45.36,1229.41,50.0,0.42,0,30.0,0,0
11743,Kobe Sushi,103,6,21.82,460.62,47.0,0.59,3,1.1,0,1
11744,Nubori Experience,98,3,62.95,600.82,35.0,0.43,0,15.4,1,0
11745,Nubori Experience,117,7,52.86,785.46,37.0,0.26,0,11.9,1,0
11746,Kobe Sushi,110,5,22.18,342.28,50.0,0.42,0,10.5,0,0
11747,Kobe Sushi,39,5,21.31,267.3,41.0,0.56,0,0.5,0,1
11748,Kobe Sushi,73,2,25.6,122.96,53.0,0.18,0,16.5,0,0
11749,Kobe Sushi,104,6,19.87,444.75,84.0,0.03,0,3.0,0,0
11750,Kobe Sushi,41,6,13.15,158.25,45.0,0.01,0,5.2,0,1
11751,Noe Sushi Bar,71,4,37.01,331.38,44.0,0.13,0,4.4,0,0
11752,Nubori Experience,115,6,51.68,1119.95,35.0,0.29,0,2.9,1,0
11753,Noe Sushi Bar,81,7,28.18,477.85,63.0,0.41,0,11.5,0,0
11754,Kobe Sushi,87,2,16.54,123.94,30.0,0.11,0,0.5,0,1
11755,Kobe Sushi,109,3,11.81,121.69,56.0,0.4,0,15.9,1,0
11756,Noe Sushi Bar,75,11,31.36,554.63,60.0,0.23,1,1.2,1,0
11757,Nubori Experience,22,4,65.65,544.41,57.0,0.62,0,2.0,1,0
11758,Nubori Experience,82,6,54.14,802.6,20.0,0.45,0,8.9,1,0
11759,Nubori Experience,49,4,92.51,1025.46,71.0,0.24,0,2.4,0,1
11760,Noe Sushi Bar,28,7,44.86,676.64,79.0,0.16,0,3.6,0,0
11761,Noe Sushi Bar,16,5,60.86,979.02,49.0,0.16,0,2.1,0,1
11762,Kobe Sushi,106,5,20.39,323.44,61.0,0.35,0,5.8,1,0
11763,Noe Sushi Bar,68,12,22.66,744.39,33.0,0.55,0,6.3,0,1
11764,Kobe Sushi,62,8,16.9,272.8,20.0,0.23,0,3.1,0,0
11765,Noe Sushi Bar,36,4,42.34,510.16,48.0,0.59,0,6.5,0,0
11766,Noe Sushi Bar,22,6,43.86,1041.23,27.0,0.41,1,14.4,0,0
11767,Kobe Sushi,11,3,13.5,81.14,66.0,0.04,1,8.5,0,1
11768,Kobe Sushi,85,6,15.33,340.33,31.0,0.57,0,11.3,1,0
11769,Kobe Sushi,104,4,21.06,277.95,72.0,0.2,1,6.0,1,0
11770,Kobe Sushi,105,4,21.99,169.34,62.0,0.62,0,1.1,1,0
11771,Kobe Sushi,80,2,24.08,120.07,44.0,0.28,2,0.8,0,1
11772,Kobe Sushi,42,6,13.85,241.9,47.0,0.26,0,6.9,0,0
11773,Kobe Sushi,55,7,18.9,450.66,27.0,0.27,0,0.8,0,0
11774,Kobe Sushi,73,3,21.46,182.82,49.0,0.34,0,19.5,0,0
11775,Nubori Experience,35,6,60.47,607.13,54.0,0.06,0,1.1,0,1
11776,Kobe Sushi,57,8,20.06,257.5,71.0,0.57,0,5.8,0,0
11777,Kobe Sushi,34,2,21.35,80.28,39.0,0.36,0,6.0,1,0
11778,Noe Sushi Bar,73,5,41.31,403.36,22.0,0.63,0,6.4,0,0
11779,Nubori Experience,77,5,56.65,528.38,70.0,0.22,0,2.8,0,0
11780,Noe Sushi Bar,70,6,34.35,380.92,39.0,0.37,1,1.9,1,0
11781,Kobe Sushi,4,11,30.82,646.41,55.0,0.4,0,5.8,0,1
11782,Noe Sushi Bar,46,5,25.33,351.2,59.0,0.23,0,0.5,0,0
11783,Noe Sushi Bar,92,6,38.72,401.89,39.0,0.15,0,5.2,0,1
11784,Noe Sushi Bar,11,5,49.33,718.86,58.0,0.45,0,7.3,0,1
11785,Noe Sushi Bar,98,5,57.21,494.87,54.0,0.14,0,2.8,0,0
11786,Nubori Experience,61,9,50.88,1683.16,51.0,0.13,1,8.1,0,0
11787,Nubori Experience,35,11,82.36,2500.02,26.0,0.15,1,0.5,0,1
11788,Noe Sushi Bar,69,9,57.25,1383.08,51.0,0.41,1,6.1,1,0
11789,Noe Sushi Bar,57,8,43.61,1317.89,25.0,0.6,1,10.1,1,0
11790,Noe Sushi Bar,103,7,15.72,371.68,35.0,0.54,0,0.5,0,1
11791,Nubori Experience,11,5,61.61,819.33,36.0,0.11,0,3.7,0,0
11792,Kobe Sushi,12,2,14.67,116.08,41.0,0.49,0,6.2,1,0
11793,Nubori Experience,43,7,63.36,1260.52,47.0,0.18,0,2.7,0,1
11794,Kobe Sushi,19,4,20.65,169.21,63.0,0.36,1,1.0,1,1
11795,Noe Sushi Bar,77,6,40.65,859.2,54.0,0.44,0,11.4,0,0
11796,Nubori Experience,68,9,84.89,1919.77,35.0,0.17,0,0.8,0,1
11797,Kobe Sushi,78,5,16.1,199.15,21.0,0.6,0,3.2,1,0
11798,Noe Sushi Bar,108,7,23.18,327.73,52.0,0.06,0,1.5,1,0
11799,Kobe Sushi,59,9,10.0,187.32,60.0,0.55,0,2.4,0,1
11800,Kobe Sushi,2,7,14.27,391.59,38.0,0.35,0,2.5,0,1
11801,Kobe Sushi,8,10,10.0,220.02,43.0,0.53,0,15.8,0,0
11802,Kobe Sushi,22,4,11.66,90.26,69.0,0.41,0,4.0,0,1
11803,Kobe Sushi,115,8,12.25,214.36,49.0,0.16,1,11.4,0,1
11804,Nubori Experience,77,5,55.16,617.09,59.0,0.59,0,5.1,0,0
11805,Nubori Experience,21,2,70.9,548.92,61.0,0.31,3,6.2,1,1
11806,Kobe Sushi,85,5,27.61,404.07,55.0,0.25,1,3.6,0,1
11807,Noe Sushi Bar,92,9,48.91,1100.93,34.0,0.41,0,0.5,1,0
11808,Kobe Sushi,97,3,12.26,86.01,62.0,0.59,0,0.5,1,0
11809,Kobe Sushi,29,6,17.52,246.29,45.0,0.21,0,0.5,0,1
11810,Kobe Sushi,101,5,24.36,312.64,33.0,0.13,0,2.3,0,1
11811,Nubori Experience,86,8,80.49,2201.39,43.0,0.33,0,1.2,0,0
11812,Nubori Experience,90,6,50.6,1105.21,48.0,0.24,0,8.1,0,1
11813,Kobe Sushi,75,10,20.45,561.38,33.0,0.09,0,0.5,0,1
11814,Kobe Sushi,75,6,16.34,383.73,45.0,0.08,0,13.1,1,0
11815,Kobe Sushi,109,1,16.95,31.23,43.0,0.12,2,2.7,1,0
11816,Noe Sushi Bar,98,7,41.1,1142.15,51.0,0.16,0,7.9,0,0
11817,Noe Sushi Bar,83,7,48.04,1289.55,65.0,0.29,0,13.3,0,0
11818,Kobe Sushi,112,9,22.84,432.9,40.0,0.3,0,3.0,1,0
11819,Chef Choy,37,7,21.93,437.35,36.0,0.33,0,5.1,0,0
11820,Kobe Sushi,78,6,13.65,269.05,38.0,0.19,0,11.8,0,0
11821,Nubori Experience,29,8,93.22,1979.62,34.0,0.13,0,2.7,0,1
11822,Noe Sushi Bar,83,4,24.6,244.9,30.0,0.22,0,6.0,1,0
11823,Noe Sushi Bar,37,4,50.56,524.92,34.0,0.29,1,5.3,1,0
11824,Chef Choy,21,6,40.17,702.16,78.0,0.11,0,7.4,1,0
11825,Nubori Experience,88,5,77.12,1355.8,56.0,0.56,0,1.1,0,1
11826,Kobe Sushi,90,5,22.47,324.14,28.0,0.54,0,2.9,0,1
11827,Kobe Sushi,105,6,28.29,469.5,31.0,0.31,0,3.3,0,1
11828,Nubori Experience,120,9,65.24,1427.63,46.0,0.08,0,4.3,0,0
11829,Kobe Sushi,12,7,17.8,430.53,33.0,0.4,0,13.5,0,0
11830,Kobe Sushi,48,3,16.13,103.03,29.0,0.47,0,0.8,0,1
11831,Noe Sushi Bar,83,9,48.95,1410.31,44.0,0.23,3,1.3,0,1
11832,Nubori Experience,47,6,49.63,1148.17,45.0,0.37,0,7.2,0,0
11833,Chef Choy,113,10,35.13,1314.19,66.0,0.8,0,2.7,1,0
11834,Nubori Experience,94,6,79.15,1672.86,36.0,0.3,0,0.9,0,1
11835,Noe Sushi Bar,15,11,66.24,1241.93,62.0,0.23,0,2.9,1,0
11836,Kobe Sushi,67,5,14.05,214.8,29.0,0.23,3,11.8,1,0
11837,Noe Sushi Bar,113,8,64.0,1942.46,20.0,0.68,0,6.3,0,1
11838,Chef Choy,13,5,28.69,283.92,36.0,0.34,0,9.5,0,1
11839,Kobe Sushi,59,5,10.56,136.89,22.0,0.42,1,1.7,1,0
11840,Kobe Sushi,73,7,22.76,492.94,32.0,0.56,0,10.8,0,1
11841,Kobe Sushi,13,5,10.0,145.91,49.0,0.4,0,2.2,0,0
11842,Noe Sushi Bar,80,6,52.28,626.74,60.0,0.36,0,2.0,1,0
11843,Nubori Experience,115,8,89.52,2640.6,28.0,0.73,2,1.1,1,1
11844,Noe Sushi Bar,78,2,33.26,208.59,21.0,0.75,0,13.1,1,0
11845,Nubori Experience,72,6,86.48,1716.33,73.0,0.05,0,0.8,0,0
11846,Kobe Sushi,118,6,19.84,180.35,54.0,0.18,0,3.8,1,0
11847,Nubori Experience,19,7,76.95,1110.94,38.0,0.48,1,2.1,1,0
11848,Nubori Experience,57,5,90.44,1386.93,43.0,0.05,0,2.1,1,0
11849,Kobe Sushi,120,4,11.83,102.92,70.0,0.26,1,3.3,0,1
11850,Nubori Experience,32,8,39.5,477.93,21.0,0.12,1,8.4,1,0
11851,Kobe Sushi,99,4,14.75,190.5,39.0,0.63,0,7.7,0,0
11852,Nubori Experience,87,7,61.81,864.36,51.0,0.54,2,12.1,1,0
11853,Nubori Experience,21,6,62.79,1155.49,71.0,0.28,0,7.0,0,1
11854,Chef Choy,82,4,22.26,213.2,20.0,0.53,0,0.6,0,0
11855,Noe Sushi Bar,112,5,73.9,655.71,53.0,0.55,0,9.8,0,0
11856,Kobe Sushi,14,5,14.86,161.69,43.0,0.38,0,4.5,1,0
11857,Noe Sushi Bar,80,7,43.25,1102.83,45.0,0.32,1,0.7,1,1
11858,Kobe Sushi,24,5,17.55,150.2,45.0,0.13,0,9.5,0,0
11859,Chef Choy,49,7,18.94,342.64,45.0,0.14,0,0.7,1,0
11860,Chef Choy,116,7,29.84,740.26,37.0,0.56,0,3.8,0,0
11861,Nubori Experience,32,8,70.06,1262.3,26.0,0.37,0,0.8,0,1
11862,Kobe Sushi,75,5,14.29,215.11,59.0,0.11,0,0.5,0,0
11863,Nubori Experience,109,5,62.66,480.94,20.0,0.07,0,0.7,0,0
11864,Nubori Experience,11,6,92.86,1099.13,47.0,0.55,0,5.5,0,0
11865,Chef Choy,60,7,26.87,647.4,58.0,0.31,0,2.2,0,1
11866,Kobe Sushi,68,5,22.08,251.55,28.0,0.18,0,6.7,0,1
11867,Kobe Sushi,61,6,17.23,325.68,53.0,0.23,0,1.4,1,0
11868,Kobe Sushi,90,2,19.02,107.4,36.0,0.35,0,0.5,0,0
11869,Noe Sushi Bar,110,8,52.19,838.72,51.0,0.12,1,9.6,1,0
11870,Noe Sushi Bar,5,5,38.49,298.78,51.0,0.65,0,2.9,0,0
11871,Nubori Experience,36,9,77.91,1949.93,59.0,0.46,1,8.0,0,1
11872,Kobe Sushi,97,2,18.32,107.76,34.0,0.43,0,5.4,0,1
11873,Kobe Sushi,64,8,13.24,363.23,31.0,0.6,0,5.1,1,0
11874,Noe Sushi Bar,78,8,44.31,770.09,56.0,0.13,1,7.8,1,0
11875,Nubori Experience,32,10,73.35,2275.13,46.0,0.24,1,1.6,0,0
11876,Nubori Experience,71,4,67.69,899.93,39.0,0.36,0,8.1,0,1
11877,Nubori Experience,74,5,66.16,1087.47,60.0,0.33,1,7.5,1,0
11878,Noe Sushi Bar,66,8,64.0,1522.16,58.0,0.46,3,6.9,0,0
11879,Noe Sushi Bar,10,8,54.73,1343.71,20.0,0.19,0,14.7,0,0
11880,Nubori Experience,99,7,46.42,739.11,39.0,0.14,0,3.0,0,1
11881,Noe Sushi Bar,21,5,43.21,402.01,45.0,0.5,0,8.8,0,1
11882,Kobe Sushi,40,5,18.57,272.9,34.0,0.57,0,24.0,0,1
11883,Kobe Sushi,42,9,10.0,232.86,50.0,0.65,0,0.7,0,0
11884,Kobe Sushi,72,8,16.09,498.01,30.0,0.28,0,1.6,1,0
11885,Noe Sushi Bar,46,3,39.45,411.6,35.0,0.52,0,10.1,0,1
11886,Kobe Sushi,82,2,29.26,178.7,50.0,0.17,0,7.9,0,1
11887,Kobe Sushi,73,5,22.28,351.23,26.0,0.19,1,1.0,1,0
11888,Kobe Sushi,118,6,12.86,171.97,39.0,0.35,0,1.7,1,0
11889,Noe Sushi Bar,41,5,41.6,688.27,34.0,0.38,0,15.2,0,1
11890,Kobe Sushi,94,6,25.1,440.5,48.0,0.09,1,15.2,0,0
11891,Noe Sushi Bar,4,10,41.95,892.6,49.0,0.26,0,1.2,0,1
11892,Kobe Sushi,99,5,10.0,185.27,54.0,0.36,0,0.5,0,0
11893,Kobe Sushi,14,7,10.0,164.5,38.0,0.68,1,8.4,1,0
11894,Noe Sushi Bar,14,5,36.25,658.22,54.0,0.16,0,4.4,0,0
11895,Kobe Sushi,53,10,19.04,445.49,64.0,0.25,0,0.5,1,0
11896,Kobe Sushi,112,4,15.62,153.4,57.0,0.32,0,0.5,1,0
11897,Kobe Sushi,101,5,10.0,140.89,43.0,0.17,0,13.2,1,0
11898,Nubori Experience,84,10,28.93,570.81,42.0,0.26,2,0.5,1,1
11899,Noe Sushi Bar,29,4,68.11,1001.23,23.0,0.16,0,1.7,0,1
11900,Kobe Sushi,23,5,19.65,392.98,47.0,0.35,1,0.9,0,1
11901,Kobe Sushi,120,6,15.96,339.47,47.0,0.3,0,7.9,1,0
11902,Nubori Experience,111,5,67.27,1160.88,81.0,0.34,0,1.2,0,1
11903,Noe Sushi Bar,85,7,62.34,1035.83,26.0,0.28,0,3.8,1,0
11904,Noe Sushi Bar,31,5,63.32,1058.35,48.0,0.73,1,6.9,0,0
11905,Noe Sushi Bar,96,2,23.78,100.48,44.0,0.58,0,11.2,0,1
11906,Chef Choy,105,5,12.11,120.16,67.0,0.18,0,17.1,0,0
11907,Chef Choy,71,5,10.0,79.62,29.0,0.26,0,3.6,1,0
11908,Noe Sushi Bar,77,7,41.47,541.8,57.0,0.19,0,8.0,0,0
11909,Noe Sushi Bar,61,7,29.58,525.74,36.0,0.35,0,14.2,0,0
11910,Kobe Sushi,23,5,17.36,266.22,25.0,0.43,0,7.1,0,0
11911,Nubori Experience,8,6,88.85,998.66,60.0,0.24,0,2.9,0,0
11912,Noe Sushi Bar,76,5,44.62,399.28,42.0,0.04,0,1.4,0,0
11913,Kobe Sushi,100,9,14.39,325.71,22.0,0.23,1,0.5,1,0
11914,Nubori Experience,16,7,71.96,1972.02,55.0,0.16,0,2.5,0,0
11915,Nubori Experience,26,7,62.91,900.2,21.0,0.33,0,4.6,0,1
11916,Nubori Experience,29,7,53.94,756.86,59.0,0.44,0,2.5,0,0
11917,Nubori Experience,93,11,70.72,1809.22,59.0,0.34,0,0.5,0,1
11918,Nubori Experience,6,8,72.68,1247.24,55.0,0.35,0,3.4,0,1
11919,Kobe Sushi,37,8,11.74,273.78,59.0,0.33,0,21.4,0,0
11920,Nubori Experience,33,5,98.6,1948.68,57.0,0.51,0,1.0,0,1
11921,Nubori Experience,95,4,83.3,1283.87,58.0,0.28,1,1.1,0,1
11922,Kobe Sushi,46,1,15.31,32.27,36.0,0.38,1,14.5,0,1
11923,Kobe Sushi,61,6,15.25,242.26,43.0,0.33,0,4.8,0,0
11924,Nubori Experience,41,8,79.96,1755.42,49.0,0.65,0,5.1,0,1
11925,Kobe Sushi,18,4,16.57,231.74,21.0,0.51,0,1.2,0,0
11926,Nubori Experience,102,3,64.1,501.73,42.0,0.09,0,7.3,0,1
11927,Kobe Sushi,111,4,15.59,202.86,39.0,0.18,0,6.3,1,0
11928,Kobe Sushi,95,10,21.14,667.96,38.0,0.12,0,7.4,1,0
11929,Noe Sushi Bar,16,6,42.89,536.36,63.0,0.19,0,0.5,0,0
11930,Kobe Sushi,104,11,13.59,361.94,35.0,0.15,0,13.9,0,1
11931,Noe Sushi Bar,51,7,54.75,869.96,53.0,0.07,0,1.4,0,1
11932,Noe Sushi Bar,37,9,26.8,455.04,37.0,0.16,2,0.7,1,0
11933,Kobe Sushi,14,7,27.25,753.13,37.0,0.2,0,13.6,0,1
11934,Kobe Sushi,103,7,17.33,249.28,54.0,0.32,1,1.3,1,0
11935,Kobe Sushi,68,2,21.76,110.89,37.0,0.38,0,1.1,0,0
